ocena,ime,alkohol,kategorija,cena,opis,ocenjevalec,cas_ocene 
86, J. Mossman Platinum Crown 15 year old,40.0,Blended Scotch Whisky,54,"Nutty nose, with toasted oak, savory peppered meats, and traces of wood smoke. It starts off deceptively lightweight, with sweet juicy mandarin before a takeover of sharper citrus elements. Honey and gorgeous silky caramels slink by, chased by a gentle swish of spice. Light pepperiness with chocolate notes ushers in an aromatic finish. A tasty blend, but the nose will not be everyone’s choice.",Jonny McCormick,Winter 2017
86,Egan’s Vintage Grain,46.0,Single Grain Irish Whiskey,45,"From vintage 2009, this bourbon cask matured whiskey is around the 8 year mark. Vanilla custard tarts, digestive biscuits, green vegetal notes, and scents of a bakery counter pull you in. Caramel, active spices, soft fruits, peach, apple, pear, pepper, and golden sultana flavors, but as the caramels slide into toffee the grain character becomes more evident into the finish.",Jonny McCormick,Winter 2017
86,Wild Turkey 101,,Bourbon/Tennessee,25,"Cotton candy, campfire smoke, cinnamon, pilsner beer, butterscotch, and vanilla start a whiskey conversation that’s about balance, easy sipping, and the pursuit of spice. Around mid-palate, a plethora of baking spices—clove, nutmeg, vanilla, cinnamon, and allspice—charms the senses. It’s set up to be a great run, but the approach softens toward the finish with muted brown sugar appearing. Still, the flavor and balance make for a fun sipper and great cocktail mixer.",Fred Minnick,Fall 2017
86,Evan Williams Bottled in Bond,50.0,Bourbon/Tennessee,17,"Some bourbons are balanced or complex; this is an all-around versatile pour with initial notes of lightly toasted oak, brown sugar, and butterscotch. A fun maltiness, concentrated caramel, and slight hints of cinnamon and watermelon Juicy Fruit hammer home its sipping potential, but its short to medium finish suggests that it’s more suited for cocktails. But hey, why not both?",Fred Minnick,Fall 2017
86,Writers Tears Copper Pot,40.0,Blended Irish Whiskey,40,"Blends of single pot still and single malt Irish whiskey without grain deserve their own category, but there’s no use crying about it. Roasted spices, Quaker Oats, light honey, and fresh apricot; a little reserved and demure. Golden honey sweetness, light citrus, green apple, peach pit, dried apricot, cereal notes, creamy vanilla, and a firm strand of pot still spiciness. Dry spice heat, citrus peel, and a dark vanilla aftertaste.",Jonny McCormick,Fall 2017
86,That Boutique-y Whisky Company (distilled at Speyside) 17 year old,,Single Malt Scotch,52,"Few single malt whiskies from the Speyside Distillery make it to the U.S. This noses like a gammon joint glazed with sliced orange and a side order of sugar mice. Hesitantly, a sip brings relief with dark chocolate, stewed rhubarb, strained raspberry juices, walnut, and burnt bakery goods. Dry finish with remnants of cocoa. Worth experimenting with water, as lovely candied peel and golden syrup notes peek out.",Jonny McCormick,Fall 2017
86,That Boutique-y Whisky Company (distilled at Tobermory) 21 year old,,Single Malt Scotch,65,"An aged island dram to mull over during the distillery’s lengthy closure for essential upgrades, this brims with lemon sherbet, summer fruits including cantaloupe, and Bartlett pears poached in cream. Tangy citrus balanced with ginger and peppery spice, cocoa notes, and black bun make for a lively mouthfeel. Creamy fudge and Jaffa cake rule once the spices die back. An enchantingly delicate orange sorbet flavor appears when diluted.",Jonny McCormick,Fall 2017
86,Orphan Barrel Rhetoric 23 year old,,Bourbon/Tennessee,120,"Caramel and cigar box lead the way, but leather comes in strong, followed by oak, earth, and mushrooms. On the palate, Nutella and roasted almonds resonate over crème brûlée, salt water taffy, vanilla icing, and nutmeg, with slight hints of apple and pineapple, at which point I think it really starts to pick up and take on some complexity. Alas, the short finish hurts what was a delightful experience.",Fred Minnick,Fall 2017
86,Westland Garryana Single Malt 2|1 (2017 edition),50.0,Craft Whiskey,150,"Aromas of woodsmoke with hints of hot tar and rubber are draped over ripe berry fruit. Dark and somewhat brash, it comes off a touch hot, fully revealing its 100 proof, becoming more fruit driven on the palate, as sweet berry, buckwheat honey, and sorghum syrup give way to smoldering baking spice on the drying, oak-laced finish. More muscle than finesse, however the 21% <em>Quercus garryana </em>is revealing itself more in this second iteration.",Jeffery Lindenmuth,Fall 2017
86,Westland Peated Single Malt,46.0,Craft Whiskey,80,"Briney sea air, wet stones, and pretty wisps of campfire smoke give this a strong Scottish bent, while the medium-bodied palate nicely balances the sweet malt, salt, and smoke in a bit of salt water taffy. Showing nice complexity and balance overall, the finish smolders and evolves to become more herbaceous.",Jeffery Lindenmuth,Fall 2017
86,Union Horse Reunion Straight Bourbon,46.0,Craft Whiskey,38,"Craft skeptics will find this very aligned to mainstream bourbon, with its enticing nose of Peanut Chews candy, gooey caramel, and cocoa powder. The palate pours on sweet cornbread and marzipan, just a touch hot and slightly antiseptic, before the long finish of cherry and sweet vanilla. Lots of good stuff going on here.",Jeffery Lindenmuth,Fall 2017
86,Copper Dog,40.0,Blended Malt Scotch Whisky,32,"Named after the warehouseman’s preferred piece of pilfering paraphernalia, the 125 year old Craigellachie Hotel’s Copper Dog bar now boasts its own whisky. It’s an appealing blend of eight Speyside malts, with honey, warm toast, pecan nut, apple turnover, fudge fingers, and orange peel. Vanilla, orange pith, wood spice, caramel, and fresh apple develop into creamy nougat. Takes a while to come into focus, then concludes with a spicy finish.",Jonny McCormick,Fall 2017
86,Douglas Laing Old Particular (distilled at Port Dundas) 26 year old 1990,,Single Grain Whisky,80,"Can it really be six years since the distillery closed and they demolished the chimney stack? This nose has a much stronger grain character than the other two Old Particular releases, so one to try before you buy. Beach driftwood and toasted spice aromas, with flavors of warm butterscotch, mandarin, and peach on a peppery base, shuffling into dried fruits and muscovado sugar before a spicy nougat finish. This is hardcore. (<em>K&amp;L Wines exclusive</em>, 243 bottles)",Jonny McCormick,Summer 2017
86,Old Ripy,52.0,Bourbon/Tennessee,50,"Straw color and extremely light in aromatics, this whiskey starts earthy and goes spicy, with Hatch chili, allspice, and jalapeño cornbread leading the way. Then the sweeter side kicks in, with powdered sugar donuts, caramel chew, and vanilla latte coming through. Spice takes over toward the finish line in a hefty, medium finish. Perfect for cocktails. Price is per 375 ml.",Fred Minnick,Summer 2017
86,Glencadam Origin 1825,40.0,Single Malt Scotch,42,"New in 2016, this is an NAS entry-level bottling for the brand, matured in bourbon barrels before spending a finishing period in <em>oloroso</em> sherry butts. Sweet and malty on the nose, a hint of mash, then pineapple. Becoming more floral, with violets. The palate offers soft fruit notes, cocoa powder, light sherry, and mixed nuts. The finish is medium in length, with milky coffee and soft spices.",Gavin Smith,Spring 2017
86,Black Bull 8 year old,50.0,Blended Scotch Whisky,39,"The youngest age statement Bull in the fold, this one has shredded citrus peel, fleshy grapefruit, candied orange peel, and lemon meringue pie. Soft fudge, honey, tart lemon, and buttery pastry with a nip of peppery spice under the tongue complete a satisfying combination. A delicious everyday kind of dram, and I preferred this expression’s brightness and attack of the flavors over the 12 year old.",Jonny McCormick,Spring 2017
86,Kilchoman Sauternes Cask Matured,50.0,Single Malt Scotch,100,"This 2016 release follows similar port and Madeira quarter cask-matured Kilchomans, with sauternes casks being pressed into service this time. The casks in question were sourced from Château d’Yquem and the whisky is 5 years old. Earthy peat, a savory note, vanilla, citrus fruit, and sweet wine on the nose, while the palate offers smoked haddock, tarry rope, and bonfire embers. The finish is relatively long, with fruity peat. (6,000 bottles)",Gavin Smith,Spring 2017
86,Speyburn Bradan Orach,40.0,Single Malt Scotch,20,"Speyburn’s entry level NAS single malt takes its name from the Gaelic term for “golden salmon” and was matured in bourbon casks. The nose is light and youthful, with malt, vanilla, and unripe apples, while the palate offers more malt and vanilla, plus dry, spicy oak. The finish is medium in length and grassy, with ginger and further dry oak.",Gavin Smith,Spring 2017
86,The Lost Distillery Company Classic Selection Lossit,43.0,Blended Malt Scotch Whisky,43,"The stills ran cold in this lost Islay distillery at Ballygrant in the 1860s. Excitingly acrid smoke on the nose: like fireworks or the smoking muzzle of a rifle mingled with summer lemons and crunchy green pear. Poached pears in cream, greengages, and peppercorns meet a stealthy, sour gooseberry takeover. Fades to a chalky, sour fruit plateau before a chili heat finish.",Jonny McCormick,Spring 2017
86,Sea Fog American Whiskey,45.0,Craft Whiskey,45,"This whiskey portrays its coastal origin with a lovely sea-air quality that vies for attention with brown sugar, beeswax, and delicate smoke notes. Gentle peatiness weaves through the cocoa-tinged honeyed malt on the palate, culminating in a smoldering finish, where the mouthwatering saltiness seals the deal. Nicely integrated and well balanced, with fine pot still character. A single malt of pale and peated malts, aged 7 years in bourbon barrels.",Jeffery Lindenmuth,Spring 2017
86,Hirsch Small Batch,46.0,Bourbon/Tennessee,35,"This is unique in that it seems to be malt-forward, specifically floor malt, with oak and cinnamon following. But caramel enters the dance and does so in a big way. Nuances of <span class=""s1"">crème brûlée</span>, caramel popcorn, maple syrup, and caramelized corn with hints of cola, raspberry, and apple tart. While the flavor is here, the finish is just a touch short to put this in elite company. Nonetheless, it’s a decent sipper.",Fred Minnick,Winter 2016
86,The Distiller’s Safe,43.0,Irish Blended Whiskey,74,"Master distiller Brian Nation has the most vital job at Midleton. His distillate-driven whiskey is light, perfumed, floral, and ripe with succulent fruits of Galia melon, apricots, and citrus pith. A smooth, creamy mouthfeel of barley sugars, dried banana, and lime zest ends with light vanilla sponge and orange frosting. Sucked Jaffa segments make for a quick finish. The most distinctive of the Whisky Makers trio, where the grain and pot still contributions are clearly evident. €70",Jonny McCormick,Winter 2016
86,Four Roses Limited Edition Small Batch (2016 Release),,Bourbon/Tennessee,99,"A batch of OESO 12 year old, OBSV 12 year old, and OESK 16 year old. Normally, Four Roses expresses a near-patented cinnamon note up front with fruity undertones. Not this time. Earth, oak, powerfully rich caramel, nutmeg, vanilla, barrel char, with slight hints of grain, corn syrup, and cardamom. Finally, the quintessential cinnamon shows over a slightly disappointing medium finish.",Fred Minnick,Winter 2016
86,George T. Stagg,,Bourbon/Tennessee,90,"Distilled in 2001, this year’s release is a departure from recent releases, which were complex and nicely balanced. It’s more aggressive, with tannins and oak dominating, and lacking the body and sweetness to balance it. It’s my least favorite of this year’s offerings. Dark chocolate, toffee, tobacco, and dried fruit round out the palate and offer some comfort. Buffalo Trace Antique Collection 2016",John Hansell,Winter 2016
86,Bladnoch Samsara,,Single Malt Scotch,75,"Samsara is a combination of 8 to 10 year old whiskies matured in first-fill bourbon barrels and California red wine hogsheads, bottled non-chill filtered. Initially slightly savory on the nose, then peaches and cream, and soft spices. The palate is supple and sweet, with vanilla, mango, and passion fruit. The finish is long, with spicy pears. Drier spices emerge and ultimately, light tannins. The red wine influence is greatly enhanced by the addition of a few drops of water. £60",Gavin Smith,Winter 2016
86,Bunnahabhain Cruach-Mhóna,50.0,Single Malt Scotch,100,"This expression includes young, heavily-peated Bunnahabhain matured in bourbon barrels, mixed with 20 to 21 year old spirit aged in sherry butts. Fragrant, peppery peat on the early nose, brine and fabric Band-Aids. Ultimately, leathery orange. Smooth and supple on the palate, with intense, smoky fresh fruit giving way to quite dry spices. The relatively long finish yields drying peat, plain chocolate, and developing licorice. £80",Gavin Smith,Winter 2016
86,Caol Ila 15 year old,,Single Malt Scotch,140,"Unpeated Caol Ilas have become a regular in the Special Releases portfolio and this expression from 2000 is the eleventh to appear. The early nose is reticent and faintly floral, with freshly sliced green apples. Sharp and sweet on the palate, with malt and citrus fruit, and even a hint of mint. Ginger, mixed nuts, aniseed, and more mint in the medium-length finish. Diageo Special Releases 2016 bottling.",Gavin Smith,Winter 2016
86,GlenDronach Peated,46.0,Single Malt Scotch,48,"The first peated GlenDronach release, matured in bourbon barrels before a period in <i>oloroso</i> and Pedro Ximenez sherry casks. The nose offers dry, earthy peat, then becomes quite perfumed, with vanilla and lime. Light to medium-bodied, with sweeter peat notes on the palate. Creamy, with honey, cinnamon sticks, and green apples. The finish is medium in length, with peat slowly fading and a flaring of spices near the close.",Gavin Smith,Winter 2016
86,Glenkinchie 24 year old,,Single Malt Scotch,450,"The third Special Releases cask strength Glenkinchie is the oldest to date and the first to have been matured in European oak casks. Peach and pear soufflé on the initial nose, followed by apricots and toffee. The palate is rich and smooth, with dark fruits, walnuts, nutmeg, and a hint of resin. Quite lengthy, with ginger and white pepper in the aromatic and subtly drying finish. Diageo Special Releases 2016. (5,928 bottles)",Gavin Smith,Winter 2016
86,Old Pulteney Dunnet Head,46.0,Single Malt Scotch,85,"Dunnet Head replaces Duncansby Head and consists of 80 percent sherry cask-matured whisky and 20 percent aged in bourbon wood. It is non-chill filtered. Soft caramel on the nose, plus a hint of fresh ginger and meadow hay. Sweet, spicy sherry and a heathery note on the nicely textured palate, with suggestions of citrus and salt. Medium in length, with lingering soft spices in the finish; ginger and cinnamon at the close. <i>(Travel Retail exclusive)</i>",Gavin Smith,Winter 2016
86,Tomatin Oloroso Sherry 1995,46.0,Single Malt Scotch,125,"This rested in bourbon barrels for almost 18 years until May 2013 when it was transferred to <i>oloroso</i> sherry hogsheads for a prolonged period of finishing. Big, waxy, warm leather notes on the nose, then dried fruit and machine oil. The palate is smooth, with cinnamon, cloves, sherry-soaked raisins, and dates. Spicy leather, plain chocolate, and slightly tannic oak in the very lengthy finish (1,800 bottles) £100",Gavin Smith,Winter 2016
86,Super Nikka Revival,43.0,Japanese,52,"Masataka Taketsuru first blended Super Nikka in 1962 in tribute to his late Scottish wife Rita, and this limited edition pursues the flavors of the original. A dry nose of whole almond, honeycomb, woody herbal twigs, star anise, five-spice powder, and cut and dried peats. Lyle’s Golden Syrup flavors, baked apple, and raspberry coulis with a beautifully balanced, spicy accompaniment, incorporating lemongrass stalks and coconut flakes. Spicy fireworks, herbal remnants, and a slight peatiness make for a complete whisky. €49",Jonny McCormick,Winter 2016
86,Kavalan Distillery Reserve Peaty Cask,55.0,Taiwanese Whisky,49,"Whether it’s New York, London, Paris, or Yilan (home of Kavalan), this expression uses the fashionable technique of maturing unpeated spirit in former peaty whisky casks. Sweet, seasoned wood smoke, chocolate peat, dry spices (notably roasted coriander seed), citrus, and tropical fruits. A thick, warming, unctuous mouthfeel perfused with peat smoke, tangy grapefruit, and baked orange, ending on a fruity red licorice and gentle peat finish. Water unlocks moreish, honeyed citrus sweetness, with a peaty nip in the tail. (<i>Distillery exclusive</i>) NT$1,560",Jonny McCormick,Winter 2016
86,Hazelburn 10 year old,46.0,Single Malt Scotch,45,"This expression from Springbank Distillery is taking over from its highly regarded 12 year old sibling. It is unpeated, distilled three times, and matured in bourbon casks. It is non-chill filtered. The nose is gently floral, with pears, toffee, and soft oak, then emerging herbal tobacco notes. The palate is full and slightly oily, with cream, orchard fruits, cinnamon, and sea salt. The finish is long, with vanilla and cocoa powder.",Gavin Smith,Winter 2016
86,That Boutique-y Whisky Company Blended Malt #2 18 year old (batch 3),48.0,Blended Malt Scotch Whisky,62,"A delicious and inviting proposition, this offers heather honey on toast, marmalade, dark vanilla, and flapjack aromas. Soft on the palate, there are gingersnaps dipped in thick-cut marmalade and runny caramels, though the ginger flavor muscles its way to the fore eventually. Water promotes more candied peel, before a spearmint conclusion. This is really enjoyable whisky for those lucky enough to get their hands on it. (30 bottles) £50",Jonny McCormick,Winter 2016
86,Belle Meade Cognac Cask,,Bourbon/Tennessee,75,"This blend of 6 to 8 year old bourbon is finished for 3 to 4 months in casks that aged Cognac for 12 years. There’s fruit, especially dried apricot, pear, passion fruit, grapefruit, and cherry. Then caramel, oak, leather, tobacco, vanilla, and a slight hint of cinnamon. Honestly, there’s a textural brandy-and-bourbon struggle, but beautiful vanilla and nutmeg surface, ensuring it is indeed bourbon. A muted spice comes toward the end with rich caramel. Solid sipper.",Fred Minnick,Winter 2016
86,The Exclusive Malts (distilled at Port Dundas) 25 year old 1991,,Single Grain Whisky,175,"Vanilla ice cream drizzled in caramel and speared with a couple of wafers. Ground hazelnut, faint dashes of cinnamon, and garam masala complete the nose. A brief opener of rich toffee and tangy citrus is overrun with a piquant, acidic rush and nippy alcohol flare. It’s actually light in texture, and a largely absorbing experience, ending on some dusty marshmallow notes, though never losing the tanginess. Water accentuates the tangerine and mandarin but negates the mallow candy flavors. (264 bottles)",Jonny McCormick,Winter 2016
86,West Cork Black Reserve,43.0,Irish Blended Whiskey,40,"The double-charred, first-fill bourbon casks deliver Madagascan vanilla paste, dark-roast cocoa beans, caramelized sugars, and a wedge of pecan pie. Heightened vanilla flavors, maple syrup, a little chocolate, coffee grains, sweet char, and those dark, sticky, softening pecans prized from the pie. Alternately sucking on vanilla pods and chewing leather bootstraps describes the finish. A one-trick pony, some might say, but it’s a highly distinctive and impressive steed all the same. (4,800 bottles)",Jonny McCormick,Winter 2016
86,Copperworks American Single Malt (release 001),52.0,Craft Whiskey,60,"The appealing nose features pretty biscuit notes, great purity of malt, and golden, honeyed sweetness, before adding some flavors of citrus blossom, clover, and cardamom with hints of licorice. On the palate, the initial sweet malt quickly turns herbal, with marjoram and a distinct sage note that lingers through a long finish of salt-tinged sweetness. Aged 2 years, 6 months in full-size charred oak.",Jeffery Lindenmuth,Winter 2016
86,Spade & Bushel 10 year old,,Irish,40,"The Connacht Whiskey Company’s first release comes in small bottles, but it goes a long way. Whole lemons, yellow plum, pine floor cleaner, and a light smear of vanilla. Neat, there’s a real intensity of lemon-drenched sweet oak with a boiled candy finish, but it’s much more enjoyable brought down in strength. The soft fruits shine; it’s lemony though less acidic, and the barley notes show their best side. One of the tastiest sourced whiskeys on the Irish market. (5,000 bottles) Price is per 375 ml.",Jonny McCormick,Winter 2016
86,Bowmore 25 year old Vintage Fèis Ìle (2016 Edition),,Single Malt Scotch,455,"This was a true double maturation: a dozen years in first-fill bourbon and then 13 years in claret. In its 20s, Bowmore tends to shed its smoke and allows the soft fruits (here, persimmon, nectarine) which have always been there to show themselves. There’s a light oiliness on the tongue. The casks have added vanilla, red fruits, and spice, but the overall impression is of harmony and integration. Lovely. (200 bottles) £350",Dave Broom,Fall 2016
86,Bruichladdich 2001 15 year old (2016-1881-135-PHD),50.0,Single Malt Scotch,123,"The official Fèis Ìle  2016 bottling. This is a mix of bourbon and wine casks given a period in virgin oak. The finish initially adds a certain sauna-like element, but then the distillery’s lemon drops and flowers come through, alongside baked apples, coconut, and a touch of smoke. The alcohol burn is negligible, allowing more estery elements, melon, and red fruits to come through. A classic Laddie, in other words. (1881 bottles) £95",Dave Broom,Fall 2016
86,Wemyss Malts Nuts about Pears 1991 (distilled at Blair Athol),46.0,Single Malt Scotch,150,"From Wemyss Malts’ Midsummer Single Cask Releases, this bottling from Blair Athol was distilled in 1991 and bottled in 2015. Soft, sweet fruits as the nose opens—principally juicy pears. This is backed up by malt and cinnamon. Very smooth and inviting on the palate, with honey, brittle toffee, gentle spices, darker malt, and walnuts. Slightly mouth-drying in the finish, with cocoa powder and lingering spice. (312 bottles) £115",Gavin Smith,Fall 2016
86,Grand Traverse Islay Rye,45.0,Craft Whiskey,49,"Once you get over any initial disappointment (there is no peat smoke), this is one engaging and mouthwatering whiskey; clean with malty cereal notes, golden raisins, bread dough, and freshly-sawn oak. The real clincher, however, is the captivating wisp of saline sea breeze echoing across a warming finish of cherry hard candies, rye spice, and salt brine. Medium-bodied, fresh, and delicious. <em>(Distillery only) </em>375ml",Jeffery Lindenmuth,Fall 2016
86,Stalk & Barrel 100% Rye (Cask 82),46.0,Canadian,70,"Seven years after distilling their first drop, Still Waters can barely keep up with demand. The single malt distillery took a giant step forward when partners Barry Stein and Barry Bernstein decided to mash some rye grain. Rye is now more than half of their production. Waxy, sizzling-hot spices and a lovely leafy sweetness lead to softer peppers, hints of vanilla, and a mildly floral palate. Linseed oil and a slippery palate suggest chocolate, but only just.",Davin de Kergommeaux,Fall 2016
86,Douglas Laing Old Particular 1988 (distilled at Glenturret),,Single Malt Scotch,144,"A 27 year old offering from Glenturret, in Perthshire, this bottling is from a refill hogshead that was filled in December 1988. Fresh mango and ripe peaches on the early nose, followed by a slightly smoky, earthy note. Viscous on the palate, with orchard fruit notes, coconut, caramel, and nutmeg. Drying in the finish, with mildly tannic oak, black pepper, and a final flourish of citrus. (264 bottles) £110",Gavin Smith,Fall 2016
86,Douglas Laing Old Particular 1995 (distilled at Glen Garioch),,Single Malt Scotch,105,"Distilled in September 1995, and after 20 years maturing in a refill hogshead this Aberdeenshire single malt was bottled in February 2016. The nose is soft, with ginger, lots of floral notes, cinnamon, and vanilla. Sweet and malty on the mature palate, with banana, honey, milk chocolate, and cocoa, plus big cinnamon and nutmeg spice notes. Drying in the finish, with a drizzle of lemon juice and then black pepper. (254 bottles) £80",Gavin Smith,Fall 2016
86,Douglas Laing Old Particular (distilled at Girvan) 27 year old 1988,,Single Grain Whisky,124,"Buttery croissants, golden honey, peach stone, rye cracker bread, royal icing, vanilla essence, and dry oak. It’s sweet and sticky with icing sugar and yellow fruits before a scorching alcohol burn kicks in, lasting 30 seconds. It settles down to banana custard and vanilla, becoming tangy with candied peel, Turkish delight, and Edinburgh rock. The gum-tingling finish evaporates quickly. Careful—water disables the flavors all too easily, though adds some toasty spice and warmth. (192 bottles) £96",Jonny McCormick,Fall 2016
86,The Exclusive Malts (distilled at Girvan) 27 year old 1988,,Single Malt Scotch,180,"An uplifting nose of golden honey, linseed oil, vanilla, sanded oak, and wheat biscuits on this west coast grain. Neat, it is mouth drenching. Banana and ripe fruits are followed by juicy orange before a snarling pepper onslaught ensnares the tip of the tongue, igniting a glowing ball of white heat underneath. You can bask in this experience for minutes with each sip. Water emphasizes the oak and mellows the dram to the flavor of almond-sprinkled custard. (180 bottles)",Jonny McCormick,Fall 2016
86,Slaughter House American Whiskey,44.0,American Blended Whiskey,40,"Blend of 5 and 9 year old whiskeys aged in American oak and finished in Papillion (a French oak-aged red wine) barrels. There’s something to this, with orange zest, rose petals, honey, vanilla, and cotton candy. Then, a contradictory array of flavors abruptly changes the conversation. Think smoke: charcoal, campfire marshmallows, cinnamon, with hints of white pepper and tobacco plug. Its medium-spicy finish captivates me, even though palate and nose seem to be two different whiskeys. Very interesting. Sourced whiskey.",Fred Minnick,Fall 2016
86,John Myer New York  Straight Bourbon Single Barrel,45.0,Craft Whiskey,42,"Crafted from estate-farmed organic grain and aged for 2 years. The flavors are impressively seamless, with nice complexity and everything neatly in its place. Fresh oak is well integrated with notes of orange rind, rosewater, sweet corn, and red fruits. The slick, buttery palate sizzles with peppery spice—cinnamon hearts candies and ginger. Robust in flavor, while showing impressive craftsmanship and polish. 375ml",Jeffery Lindenmuth,Fall 2016
86,Middle West Spirits Double Cask Collection OYO Oloroso Wheat (Batch 2),51.0,Craft Whiskey,80,"Lavish red fruit and sherry blanket this whiskey, initially aged in American oak barrels followed by 12-18 months in <em>oloroso</em> sherry casks, to approach 5 years age in total. It may be the light toast of the initial barrels that allows this wheat whiskey to stand up exceptionally well, developing seamless flavors of figgy pudding, walnuts, chocolate-covered raisins, cacao nibs, and maple candy, culminating in a finish that nicely balances fruit and leathery oak. Carries its proof nicely.",Jeffery Lindenmuth,Fall 2016
86,Laphroaig Lore,48.0,Single Malt Scotch,125,"Another NAS Laphroaig made from a blend of different cask types. The nose is dry and lightly tarry—a note that continues to the dried glass. There are medicinal phenols, a biscuity note, then an aroma of fuel, like being on a trawler deck. The palate shows integration between the oaks, lending a smokehouse aroma. Water lightens, but you still get that smoky smear of phenol at the end that tells you this is Laphroaig. Like it.",Dave Broom,Summer 2016
86,High West Bourye,46.0,Miscellaneous,80,"When you close your eyes and think of an American whiskey, this is what it smells like: leather, caramel, vanilla, oak, and a hint of smoke. It becomes ever more interesting with introductions of citrus, baked fruit, and a hint of oregano; and then the baking spice and pepper follow the finish home.",Fred Minnick,Summer 2016
86,Wemyss Malts Seville Bazaar 1991 (distilled at Glen Scotia),46.0,Single Malt Scotch,129,"From a refill sherry butt, this bottling of Glen Scotia was released in September 2015 as a 24 year old. Oily on the nose, with dirty sherry, ginger, chili, coconut, new leather, and cocoa. The palate is viscous with treacle, dark berries, licorice, and more chili. Gingery and drying in the finish, with white salt and developing black pepper. (737 bottles) £90",Gavin Smith,Summer 2016
86,Wemyss Malts The Highland Mariner (distilled at Clynelish) 1997,46.0,Single Malt Scotch,122,"This Clynelish was matured in a refill hogshead and has been released as part of Wemyss Malts’ Single Cask Releases series. The nose yields light caramel, ozone, warm tweed, and soft ginger. Smooth and supple on the palate; soft spices, tangerines, and subtle, spicy oak. Chili notes on the relatively long finish. (341 bottles) £85",Gavin Smith,Summer 2016
86,Catoctin Creek Kings Mountain Single Barrel,46.0,Craft Whiskey,119,"Catoctin Creek’s first malt whiskey, made from wash brewed by Heritage Brewing of Manassas, Va., aged in used Catoctin Creek whiskey barrels. Light floral notes, fresh-cut pencil lead, oak sawdust on the nose. Sweet and floral, but with a firm backbone of oak and dry malt, leading to a finish of candied oak: juicy-sweet but hard-cored. The profile is definitely Catoctin Creek whiskey, which is great to see in a young distillery trying something new. Well done. <em>(</em>344 bottles<em>, distillery only)</em>",Lew Bryson,Summer 2016
86,Ballantine’s 12 year old,40.0,Blended Scotch Whisky,38,"Wow! A noticeable step up in quality than Ballantine’s Finest (<em>see below</em>) with a perceptibly higher malt content. After Eight mints, Rolo toffees, spring florals, clean and creamy, plus some wood combine to produce an appealing nose. One sip confirms that this is gorgeously honeyed, layered, thick, and creamy, with heather honey, sweet oak, and ripe fruits, especially orange and mango. The finish is short, drying, sweet, and the only weak spot in an otherwise decent composition.",Jonny McCormick,Summer 2016
86,Gordon & MacPhail Distillery Labels (distilled at Balblair) 10 year old,43.0,Single Malt Scotch,45,"Independent bottler Gordon &amp; MacPhail offers a variety of Balblair expressions, including a 1969 vintage and this 10 year old in their Distillery Labels series. Matured in a mixture of refill sherry hogsheads and first-fill bourbon barrels. The nose offers rich, warm fruits, vanilla, sherry, maraschino cherries, and ultimately toffee and orange blossom. Medium-bodied, sweet and fruity, with nutty milk chocolate, white pepper, and zesty spice. Slowly drying in the finish with licorice and light oak.",Gavin Smith,Summer 2016
86,The Gifted Horse,,Miscellaneous,50,"The mix: 38.5% Bernheim-distilled 17 year old Kentucky straight bourbon, 51% 4 year old bourbon, and 10.5% 4 year old corn whiskey. Kudos for the full disclosure. This whiskey doesn’t fit in a typical American box. Hard to assess color with used cooperage from corn whiskey, so stick to aroma and flavor here. Impressive beginning of fruits, roasted nuts, citrus, vanilla, cherry, spice, and undercooked cornbread, followed by a quick caramel burst. Tasty, even better with a splash of water.",Fred Minnick,Summer 2016
86,Douglas Laing Old Particular (distilled at Cameronbridge) 25 year old 1990,,Single Grain Whisky,119,"This refill butt has produced a perfumed and aromatic whisky with peach, green foliage, maize, a spritz of melon juice, and a pinch of ground cinnamon and nutmeg rubbed between the fingers. It’s zingy! Ginger sears the lips before the warmth of the ginger invades the mouth. The satin texture of honey and vanilla concludes with Spangles, before it enters a long, mouth-coating finish of sweet ginger. With water, soft, ripe fruit abounds; the ginger harmonizes rather than attacks. (282 bottles) £83",Jonny McCormick,Summer 2016
86,Virginia-Highland Port Finished Malt Whisky,46.0,Craft Whiskey,58,"Scottish Highland malt whisky (from an undisclosed source; no age given), finished in Virginia, in Virginia port barrels. Rich port fumes hit the nose, malt’s in the background. Well-behaved in the mouth, not overly hot or obviously youthful, and the malt’s oily and luscious, with a nice port wrapper. Finish is cleanly integrated, without any heavy wood. Nice whiskey, interesting idea. Sourced whiskey.",Lew Bryson,Summer 2016
86,Glynnevan Double Barrelled Canadian Rye (Batch 2005.001),43.0,Canadian,34,"Distilled in western Canada, then shipped to Guysborough, Nova Scotia, Glynnevan is re-barreled for a final seaside stint. It’s authentic Seacoast Distilling Company-brewed beer prior to distilling into whisky. Brisk, spicy nose, with oak caramels, beeswax, hints of celery, and layers of green fruit. Luscious spicy palate loaded with citrus notes, vanilla beans, and pleasing bitter pith. Earthy, alongside wet slate and sweet spices. (<em>Canada only</em>) C$45",Davin de Kergommeaux,Summer 2016
